,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,quality,rt.sulfur.dioxide
1388,7.1,0.18,0.49,1.3,0.033,12.0,72.0,3.05,0.53,11.3,7,
1389,6.2,0.21,0.29,1.6,0.039,24.0,92.0,3.27,0.5,11.2,6,
1390,6.9,0.25,0.3,4.1,0.054,23.0,116.0,2.99,0.38,9.4,6,
1391,6.9,0.27,0.25,7.5,0.03,18.0,117.0,3.09,0.38,13.0,6,
1392,6.9,0.28,0.31,7.2,0.04,47.0,168.0,3.29,0.57,10.6,7,
1393,6.8,0.18,0.28,8.7,0.047,52.0,242.0,3.22,0.53,10.5,6,
1394,6.2,0.36,0.14,8.9,0.036,38.0,155.0,3.27,0.5,9.4,5,
1395,5.6,0.29,0.05,0.8,0.038,11.0,30.0,3.36,0.35,9.2,5,
1396,7.2,0.24,0.29,3.0,0.036,17.0,117.0,3.36,0.68,10.1,6,
1397,7.0,0.28,0.32,1.7,0.038,27.0,128.0,3.2,0.62,10.2,6,
1398,5.8,0.24,0.28,1.4,0.038,40.0,76.0,3.1,0.29,13.9,7,
1399,6.6,0.22,0.29,14.4,0.046,39.0,118.0,3.05,0.5,9.1,6,
1400,7.9,0.25,0.34,11.4,0.04,53.0,202.0,3.11,0.57,9.6,6,
1401,8.1,0.29,0.49,7.1,0.042,22.0,124.0,3.14,0.41,10.8,6,
1402,7.3,0.32,0.29,1.5,0.038,32.0,144.0,3.2,0.55,10.8,5,
1403,6.4,0.31,0.28,2.5,0.039,34.0,137.0,3.22,0.38,12.7,6,
1404,7.3,0.3,0.22,6.4,0.056,44.0,168.0,3.13,0.35,10.1,6,
1405,7.1,0.3,0.36,6.8,0.055,44.5,234.0,3.49,0.64,10.2,6,
1406,7.3,0.22,0.49,9.9,0.031,48.0,161.0,3.01,0.28,11.2,6,
1407,5.8,0.15,0.49,1.1,0.048,21.0,98.0,3.19,0.48,9.2,5,
1408,6.2,0.28,0.51,7.9,0.056,49.0,206.0,3.18,0.52,9.4,5,
1409,6.3,0.32,0.17,17.75,0.06,51.0,190.0,3.13,0.48,8.8,6,
1410,5.9,0.23,0.24,3.8,0.038,61.0,152.0,3.31,0.5,11.3,7,
1411,8.6,0.23,0.46,1.0,0.054,9.0,72.0,2.95,0.49,9.1,6,
1412,6.5,0.46,0.24,11.5,0.051,56.0,171.0,3.08,0.56,9.8,6,
1413,6.4,0.17,0.27,9.9,0.047,26.0,101.0,3.34,0.5,9.9,6,
1414,6.0,0.29,0.21,1.3,0.055,42.0,168.0,3.32,0.43,11.1,6,
1415,6.4,0.25,0.53,6.6,0.038,59.0,234.0,3.03,0.42,8.8,5,
1416,5.9,0.32,0.33,2.1,0.027,35.0,138.0,3.37,0.42,12.7,6,
1417,8.4,0.22,0.3,1.3,0.038,45.0,122.0,3.13,0.54,10.8,7,
1418,6.9,0.4,0.17,12.9,0.033,59.0,186.0,3.08,0.49,9.4,5,
1419,6.1,0.17,0.28,2.5,0.028,22.0,98.0,3.16,0.37,11.1,7,
1420,6.8,0.24,0.49,19.3,0.057,55.0,247.0,3.0,0.56,8.7,5,
1421,7.1,0.3,0.49,1.6,0.045,31.0,100.0,3.4,0.59,10.2,5,
1422,6.4,0.21,0.28,5.9,0.047,29.0,101.0,3.15,0.4,11.0,6,
1423,7.7,0.25,0.3,7.8,0.038,67.0,196.0,3.1,0.5,10.1,5,
1424,6.0,0.26,0.29,3.1,0.041,37.0,144.0,3.22,0.39,12.8,7,
1425,6.0,0.26,0.32,3.8,0.029,48.0,180.0,3.15,0.34,12.0,6,
1426,6.2,0.29,0.32,3.6,0.026,39.0,138.0,3.31,0.37,13.1,7,
1427,7.4,0.33,0.26,2.6,0.04,29.0,115.0,3.07,0.52,11.8,7,
1428,8.2,0.29,0.49,1.0,0.044,29.0,118.0,3.24,0.36,10.9,4,
1429,6.6,0.22,0.34,11.6,0.05,59.0,140.0,3.22,0.4,10.8,5,
1430,7.6,0.2,0.26,4.8,0.033,26.0,76.0,2.98,0.49,12.3,7,
1431,6.6,0.23,0.2,11.4,0.044,45.0,131.0,2.96,0.51,9.7,6,
1432,6.5,0.18,0.26,1.4,0.041,40.0,141.0,3.34,0.72,9.5,6,
1433,8.0,0.25,0.27,9.7,0.036,15.0,85.0,2.99,0.36,11.2,6,
1434,6.6,0.24,0.24,8.6,0.034,25.0,135.0,3.33,0.59,10.3,6,
1435,7.8,0.15,0.34,1.1,0.035,31.0,93.0,3.07,0.72,11.3,7,
1436,8.5,0.21,0.26,9.25,0.034,73.0,142.0,3.05,0.37,11.4,6,
1437,6.4,0.25,0.37,4.5,0.039,41.0,147.0,3.18,0.4,11.1,7,
1438,6.9,0.17,0.3,2.0,0.047,13.0,117.0,3.16,0.51,11.6,6,
1439,7.1,0.2,0.31,7.4,0.053,32.0,211.0,3.31,0.59,10.4,6,
1440,6.9,0.32,0.26,2.3,0.03,11.0,103.0,3.06,0.42,11.1,6,
1441,6.9,0.28,0.3,1.6,0.047,46.0,132.0,3.35,0.38,11.1,7,
1442,6.8,0.18,0.28,1.1,0.027,32.0,112.0,3.15,0.45,11.0,7,
1443,6.2,0.26,0.29,2.0,0.036,16.0,87.0,3.33,0.61,11.8,6,
1444,6.7,0.24,0.3,10.2,0.07,44.0,179.0,2.86,0.46,8.9,6,
1445,6.2,0.12,0.26,5.7,0.044,56.0,158.0,3.52,0.37,10.5,6,
1446,5.1,0.29,0.28,8.3,0.026,27.0,107.0,3.36,0.37,11.0,6,
1447,8.2,0.2,0.49,3.5,0.057,14.0,108.0,3.19,0.35,11.5,6,
1448,7.4,0.24,0.22,10.7,0.042,26.0,81.0,2.86,0.36,9.7,6,
1449,6.8,0.26,0.43,11.75,0.045,53.0,198.0,3.26,0.55,9.5,5,
1450,7.5,0.42,0.45,9.1,0.029,20.0,125.0,3.12,0.36,10.1,6,
1451,6.1,0.27,0.31,3.9,0.034,42.0,137.0,3.24,0.46,10.9,6,
1452,7.2,0.28,0.3,10.7,0.044,61.0,222.0,3.14,0.5,9.1,6,
1453,7.4,0.25,0.37,13.5,0.06,52.0,192.0,3.0,0.44,9.1,5,
1454,6.6,0.34,0.34,2.6,0.051,40.5,210.0,3.15,0.61,10.0,5,
1455,6.2,0.46,0.25,4.4,0.066,62.0,207.0,3.25,0.52,9.8,5,
1456,6.6,0.41,0.16,1.4,0.037,28.0,160.0,2.95,0.45,10.6,6,
1457,6.9,0.32,0.16,1.4,0.051,15.0,96.0,3.22,0.38,9.5,4,
1458,6.5,0.31,0.14,7.5,0.044,34.0,133.0,3.22,0.5,9.5,5,
1459,7.7,0.3,0.34,1.2,0.048,4.0,119.0,3.18,0.34,12.1,6,
1460,7.4,0.25,0.28,7.25,0.028,14.0,78.0,2.94,0.37,11.5,7,
1461,5.9,0.26,0.29,5.4,0.046,34.0,116.0,3.24,0.41,11.4,6,
1462,6.8,0.17,0.34,2.0,0.04,38.0,111.0,3.24,0.45,12.9,6,
1463,6.4,0.25,0.57,1.0,0.062,21.0,122.0,3.0,0.4,9.5,5,
1464,8.2,0.22,0.49,9.6,0.037,53.0,154.0,3.02,0.33,10.6,6,
1465,5.6,0.33,0.28,1.2,0.031,33.0,97.0,3.49,0.58,10.9,6,
1466,6.5,0.43,0.28,11.25,0.032,31.0,87.0,3.02,0.38,12.4,6,
1467,5.6,0.39,0.24,4.7,0.034,27.0,77.0,3.28,0.36,12.7,5,
1468,7.1,0.26,0.32,5.9,0.037,39.0,97.0,3.31,0.4,11.6,6,
1469,6.0,0.17,0.29,9.7,0.044,33.0,98.0,3.12,0.36,9.2,6,
1470,5.9,0.37,0.1,1.6,0.057,39.0,128.0,3.24,0.48,10.1,5,
1471,6.4,0.16,0.44,1.2,0.051,39.0,122.0,3.11,0.75,11.3,7,
1472,7.7,0.3,0.42,14.3,0.045,45.0,213.0,3.18,0.63,9.2,5,
1473,6.0,0.28,0.52,6.2,0.028,37.0,104.0,3.28,0.51,11.8,7,
1474,6.2,0.22,0.27,1.5,0.064,20.0,132.0,3.22,0.46,9.2,6,
1475,5.5,0.24,0.45,1.7,0.046,22.0,113.0,3.22,0.48,10.0,5,
1476,6.4,0.22,0.3,11.2,0.046,53.0,149.0,3.21,0.34,10.8,5,
1477,6.2,0.21,0.24,1.2,0.051,31.0,95.0,3.24,0.57,11.3,6,
1478,7.0,0.31,0.52,1.7,0.029,5.0,61.0,3.07,0.43,10.4,5,
1479,6.4,0.21,0.44,7.4,0.045,47.0,182.0,3.24,0.46,9.1,5,
1480,6.7,0.23,0.17,1.3,0.061,14.0,100.0,3.07,0.55,9.5,5,
1481,8.3,0.21,0.4,1.6,0.032,35.0,110.0,3.02,0.6,12.9,7,
1482,6.6,0.24,0.27,10.3,0.047,54.0,219.0,3.04,0.45,8.8,5,
1483,6.2,0.3,0.33,3.5,0.037,37.0,155.0,3.18,0.37,12.4,6,
1484,6.8,0.23,0.42,7.4,0.044,56.0,189.0,3.22,0.48,9.3,6,
1485,6.8,0.18,0.3,12.8,0.062,19.0,171.0,3.0,0.52,9.0,7,
1486,7.2,0.3,0.3,8.1,0.05,40.0,188.0,3.15,0.49,9.1,6,
1487,6.0,0.26,0.18,7.0,0.055,50.0,194.0,3.21,0.43,9.0,5,
1488,6.2,0.21,0.27,1.7,0.038,41.0,150.0,3.49,0.71,10.5,7,
1489,5.8,0.33,0.2,16.05,0.047,26.0,166.0,3.09,0.46,8.9,5,
1490,5.9,0.29,0.28,3.2,0.035,16.0,117.0,3.26,0.42,12.6,6,
1491,6.8,0.22,0.41,6.7,0.034,39.0,116.0,3.18,0.46,11.5,6,
1492,6.4,0.27,0.3,1.6,0.04,19.0,86.0,3.32,0.65,11.5,6,
1493,6.7,0.31,0.18,7.7,0.043,57.0,200.0,3.17,0.44,9.4,6,
1494,8.4,0.17,0.31,6.7,0.038,29.0,132.0,3.1,0.32,10.6,7,
1495,7.0,0.34,0.3,1.8,0.045,44.0,142.0,2.99,0.45,10.8,6,
1496,4.8,0.26,0.23,10.6,0.034,23.0,111.0,3.46,0.28,11.5,7,
1497,6.0,0.37,0.32,1.0,0.053,31.0,218.5,3.29,0.72,9.8,6,
1498,6.7,0.44,0.22,4.3,0.032,19.0,99.0,3.26,0.53,12.8,7,
1499,7.4,0.28,0.36,14.6,0.048,35.0,161.0,3.14,0.56,10.6,5,
1500,5.0,0.3,0.33,3.7,0.03,54.0,173.0,3.36,0.3,13.0,7,
1501,6.1,0.21,0.38,1.5,0.039,37.0,122.0,3.2,0.43,12.0,6,
1502,6.9,0.4,0.43,6.2,0.065,42.0,178.0,3.11,0.53,9.4,5,
1503,7.1,0.29,0.3,16.0,0.036,58.0,201.0,3.3,0.67,9.0,5,
1504,6.1,0.19,0.37,2.6,0.041,24.0,99.0,3.18,0.5,10.9,6,
1505,6.1,0.31,0.37,8.4,0.031,70.0,170.0,3.42,0.4,11.7,8,
1506,6.1,0.2,0.4,1.9,0.028,32.0,138.0,3.26,0.72,11.7,5,
1507,7.5,0.26,0.31,1.6,0.032,36.0,109.0,2.97,0.43,11.9,6,
1508,7.2,0.24,0.29,2.2,0.037,37.0,102.0,3.27,0.64,11.0,7,
1509,7.3,0.25,0.29,7.5,0.049,38.0,158.0,3.43,0.38,9.6,5,
1510,6.8,0.18,0.28,9.8,0.039,29.0,113.0,3.11,0.45,10.9,7,
1511,6.7,0.21,0.32,5.4,0.047,29.0,140.0,3.39,0.46,9.7,6,
1512,5.2,0.31,0.2,2.4,0.027,27.0,117.0,3.56,0.45,13.0,7,
1513,6.4,0.32,0.26,7.9,0.05,53.0,180.0,3.14,0.5,9.6,5,
1514,6.6,0.25,0.35,14.0,0.069,42.0,163.0,3.56,0.47,9.8,5,
1515,6.0,0.19,0.26,1.4,0.039,30.0,104.0,3.32,0.41,12.4,6,
1516,7.3,0.21,0.3,10.9,0.037,18.0,112.0,3.4,0.5,9.6,6,
1517,7.4,0.32,0.55,16.6,0.056,53.0,238.0,2.96,0.58,8.7,6,
1518,6.7,0.42,0.46,9.7,0.054,67.0,234.0,3.23,0.5,9.0,5,
1519,6.5,0.33,0.32,1.0,0.041,39.0,120.0,3.06,0.37,12.2,6,
1520,6.2,0.35,0.29,3.9,0.041,22.0,79.0,3.1,0.59,12.06666667,6,
1521,6.6,0.22,0.28,4.9,0.042,51.0,180.0,3.3,0.75,9.5,6,
1522,6.3,0.3,0.24,6.6,0.04,38.0,141.0,3.22,0.47,9.5,5,
1523,5.3,0.4,0.25,3.9,0.031,45.0,130.0,3.31,0.58,11.75,7,
1524,6.9,0.33,0.31,4.2,0.04,21.0,93.0,3.18,0.48,13.4,7,
1525,6.1,0.34,0.46,4.7,0.029,21.0,94.0,3.29,0.62,12.3,6,
1526,7.5,0.18,0.37,6.2,0.05,21.0,138.0,3.2,0.55,10.5,6,
1527,7.4,0.19,0.3,12.8,0.053,48.5,212.0,3.14,0.49,9.1,7,
1528,7.3,0.25,0.36,13.1,0.05,35.0,200.0,3.04,0.46,8.9,7,
1529,5.6,0.46,0.24,4.8,0.042,24.0,72.0,3.29,0.37,12.6,6,
1530,6.7,0.27,0.31,15.7,0.036,44.0,179.0,3.26,0.56,9.6,5,
1531,7.4,0.38,0.34,8.3,0.052,44.0,168.0,3.11,0.52,9.2,5,
1532,8.1,0.28,0.34,1.3,0.035,11.0,126.0,3.14,0.5,9.8,6,
1533,6.7,0.33,0.36,6.6,0.042,34.0,116.0,2.97,0.31,12.2,8,
1534,6.2,0.25,0.28,8.5,0.035,28.0,108.0,3.4,0.42,10.4,6,
1535,7.7,0.31,0.36,4.3,0.026,15.0,87.0,3.11,0.48,12.0,5,
1536,6.5,0.32,0.12,11.5,0.033,35.0,165.0,3.22,0.32,9.0,5,
1537,6.8,0.28,0.29,11.9,0.052,51.0,149.0,3.02,0.58,10.4,6,
1538,7.4,0.29,0.5,1.8,0.042,35.0,127.0,3.45,0.5,10.2,7,
1539,6.4,0.17,0.27,1.5,0.037,20.0,98.0,3.46,0.42,11.0,7,
1540,6.6,0.39,0.38,9.7,0.053,49.0,226.0,3.3,0.57,9.4,6,
1541,6.9,0.37,0.23,9.5,0.057,54.0,166.0,3.23,0.42,10.0,5,
1542,6.9,0.22,0.31,6.3,0.029,41.0,131.0,3.08,0.49,10.8,6,
1543,5.0,0.235,0.27,11.75,0.03,34.0,118.0,3.07,0.5,9.4,6,
1544,6.6,0.26,0.56,15.4,0.053,32.0,141.0,3.11,0.49,9.3,5,
1545,6.8,0.31,0.32,7.6,0.052,35.0,143.0,3.14,0.38,9.0,5,
1546,6.0,0.28,0.49,6.8,0.048,61.0,222.0,3.19,0.47,9.3,5,
1547,7.6,0.31,0.49,3.95,0.044,27.0,131.0,3.08,0.67,12.8,7,
1548,6.0,0.28,0.29,19.3,0.051,36.0,174.0,3.14,0.5,9.0,5,
1549,7.9,0.19,0.26,2.1,0.039,8.0,143.0,3.05,0.74,9.8,5,
1550,6.5,0.23,0.25,17.3,0.046,15.0,110.0,3.15,0.42,9.2,6,
1551,7.0,0.31,0.31,9.1,0.036,45.0,140.0,2.98,0.31,12.0,7,
1552,7.8,0.28,0.25,3.4,0.024,27.0,99.0,2.98,0.37,13.0,6,
1553,7.8,0.32,0.33,2.4,0.037,18.0,101.0,3.21,0.65,11.7,7,
1554,7.0,0.34,0.39,6.9,0.066,43.0,162.0,3.11,0.53,9.5,5,
1555,6.5,0.22,0.32,2.2,0.028,36.0,92.0,3.27,0.59,11.9,7,
1556,7.8,0.24,0.18,6.7,0.046,33.0,160.0,3.2,0.56,9.8,6,
1557,6.2,0.3,0.31,1.6,0.035,40.0,106.0,3.26,0.39,12.9,7,
1558,5.8,0.28,0.3,1.5,0.026,31.0,114.0,3.32,0.6,12.5,7,
1559,7.7,0.24,0.27,1.8,0.051,52.0,190.0,3.23,0.5,10.8,6,
1560,6.8,0.32,0.39,9.6,0.026,34.0,124.0,3.18,0.35,12.1,6,
1561,6.5,0.21,0.4,7.3,0.041,49.0,115.0,3.21,0.43,11.0,6,
1562,6.4,0.26,0.24,6.4,0.04,27.0,124.0,3.22,0.49,12.6,7,
1563,7.1,0.25,0.28,1.2,0.04,31.0,111.0,3.18,0.53,11.1,5,
1564,6.3,0.16,0.4,1.6,0.033,59.0,148.0,3.44,0.53,11.4,5,
1565,6.2,0.25,0.39,1.3,0.051,42.0,135.0,3.23,0.4,11.1,6,
1566,6.8,0.29,0.5,13.3,0.053,48.0,194.0,3.09,0.45,9.4,5,
1567,6.0,0.29,0.25,1.4,0.033,30.0,114.0,3.08,0.43,13.2,6,
1568,6.8,0.33,0.31,7.4,0.045,34.0,143.0,3.06,0.55,12.2,6,
1569,6.4,0.33,0.28,4.0,0.04,24.0,81.0,3.26,0.64,12.6,7,
1570,6.6,0.32,0.33,2.5,0.052,40.0,219.5,3.15,0.6,10.0,5,
1571,6.9,0.4,0.56,11.2,0.043,40.0,142.0,3.14,0.46,8.7,5,
1572,6.6,0.19,0.41,8.9,0.046,51.0,169.0,3.14,0.57,9.8,6,
1573,6.7,0.15,0.38,1.7,0.037,20.0,84.0,3.09,0.53,11.4,6,
1574,7.4,0.16,0.49,1.2,0.055,18.0,150.0,3.23,0.47,11.2,6,
1575,6.9,0.25,0.26,5.2,0.024,36.0,135.0,3.16,0.72,10.7,7,
1576,7.3,0.39,0.37,1.1,0.043,36.0,113.0,3.39,0.48,12.7,8,
1577,6.1,0.19,0.37,2.6,0.041,24.0,99.0,3.18,0.5,10.9,6,
1578,6.2,0.32,0.16,7.0,0.045,30.0,136.0,3.18,0.47,9.6,6,
1579,6.1,0.17,0.42,15.1,0.033,28.0,124.0,2.87,0.47,9.5,5,
1580,5.6,0.19,0.26,1.4,0.03,12.0,76.0,3.25,0.37,10.9,7,
1581,6.9,0.3,0.21,7.2,0.045,54.0,190.0,3.22,0.48,9.4,5,
1582,8.5,0.25,0.27,4.7,0.031,31.0,92.0,3.01,0.33,12.0,6,
1583,7.9,0.3,0.27,8.5,0.036,20.0,112.0,2.96,0.46,11.7,6,
1584,6.8,0.26,0.26,2.0,0.019,23.5,72.0,3.16,0.47,11.8,6,
1585,6.5,0.28,0.34,9.9,0.038,30.0,133.0,3.11,0.44,9.8,5,
1586,7.0,0.36,0.25,5.7,0.015,14.0,73.0,2.82,0.59,13.2,6,
1587,6.7,0.25,0.36,8.6,0.037,63.0,206.0,3.18,0.5,9.6,5,
1588,6.9,0.16,0.37,1.8,0.034,36.0,95.0,2.93,0.59,12.0,6,
1589,5.9,0.14,0.2,1.6,0.04,26.0,114.0,3.25,0.45,11.4,6,
1590,6.3,0.27,0.37,7.9,0.047,58.0,215.0,3.19,0.48,9.5,6,
1591,5.1,0.23,0.18,1.0,0.053,13.0,99.0,3.22,0.39,11.5,5,
1592,6.5,0.25,0.32,9.9,0.045,41.0,128.0,3.18,0.52,9.6,6,
1593,6.5,0.26,0.31,1.3,0.034,59.0,145.0,3.16,0.54,12.4,6,
1594,6.9,0.19,0.31,19.25,0.043,38.0,167.0,2.93,0.52,9.1,7,
1595,6.8,0.26,0.32,7.0,0.041,38.0,118.0,3.25,0.52,10.8,6,
1596,7.0,0.34,0.1,3.5,0.044,17.0,63.0,3.01,0.39,9.2,5,
1597,8.8,0.27,0.25,5.0,0.024,52.0,99.0,2.87,0.49,11.4,5,
1598,7.6,0.39,0.32,3.6,0.035,22.0,93.0,3.08,0.6,12.5,7,
1599,6.5,0.22,0.5,16.4,0.048,36.0,182.0,3.02,0.49,8.8,6,
1600,6.6,0.26,0.25,11.6,0.045,45.0,178.0,3.33,0.43,9.8,6,
1601,7.2,0.32,0.4,8.7,0.038,45.0,154.0,3.2,0.47,10.4,6,
1602,7.7,0.27,0.34,1.8,0.028,26.0,168.0,2.99,0.48,12.1,7,
1603,6.3,0.33,0.2,5.8,0.04,24.0,144.0,3.15,0.63,9.9,5,
1604,7.4,0.24,0.4,4.3,0.032,9.0,95.0,3.09,0.39,11.1,6,
1605,6.8,0.33,0.31,7.4,0.045,34.0,143.0,3.06,0.55,12.2,6,
1606,8.5,0.15,0.49,1.5,0.031,17.0,122.0,3.03,0.4,10.3,6,
1607,5.8,0.26,0.24,9.2,0.044,55.0,152.0,3.31,0.38,9.4,5,
1608,6.4,0.29,0.21,9.65,0.041,36.0,119.0,2.99,0.34,10.93333333,6,
1609,7.4,0.16,0.32,1.4,0.065,23.0,140.0,3.06,0.47,11.4,6,
1610,6.5,0.26,0.34,16.3,0.051,56.0,197.0,3.49,0.42,9.8,5,
1611,6.9,0.37,0.28,13.8,0.031,34.0,137.0,3.1,0.37,11.6,6,
1612,8.2,0.28,0.42,1.8,0.031,30.0,93.0,3.09,0.39,11.4,5,
1613,6.7,0.15,0.32,7.9,0.034,17.0,81.0,3.29,0.31,10.0,6,
1614,8.1,0.27,0.35,1.7,0.03,38.0,103.0,3.22,0.63,10.4,8,
1615,7.6,0.13,0.34,9.3,0.062,40.0,126.0,3.21,0.39,9.6,5,
1616,7.0,0.18,0.26,1.4,0.044,46.0,89.0,3.39,0.48,10.7,7,
1617,6.5,0.33,0.28,6.1,0.018,41.0,103.0,3.24,0.32,12.2,6,
1618,6.2,0.25,0.48,10.0,0.044,78.0,240.0,3.25,0.47,9.5,6,
1619,6.2,0.29,0.26,13.1,0.046,55.0,204.0,3.16,0.41,9.6,6,
1620,8.3,0.22,0.34,1.1,0.043,20.0,116.0,3.0,0.47,10.2,6,
1621,6.3,0.17,0.32,4.2,0.04,37.0,117.0,3.24,0.43,11.3,6,
1622,6.1,0.24,0.27,11.5,0.05,51.0,133.0,3.22,0.37,10.8,6,
1623,6.1,0.41,0.0,1.6,0.063,36.0,87.0,3.27,0.67,10.8,6,
1624,6.1,0.32,0.24,1.5,0.036,38.0,124.0,3.29,0.42,12.4,7,
1625,7.3,0.3,0.33,2.3,0.043,28.0,125.0,3.34,0.44,12.6,7,
1626,6.7,0.31,0.33,2.0,0.033,12.0,74.0,3.29,0.65,12.5,6,
1627,7.8,0.2,0.2,1.4,0.036,25.0,83.0,3.03,0.46,11.7,6,
1628,6.8,0.3,0.26,20.3,0.037,45.0,150.0,3.04,0.38,12.3,6,
1629,6.8,0.26,0.29,16.95,0.056,48.0,179.0,3.45,0.4,9.6,5,
1630,7.7,0.26,0.32,1.2,0.04,26.0,117.0,3.21,0.56,10.8,5,
1631,7.1,0.21,0.3,1.4,0.037,45.0,143.0,3.13,0.33,9.9,6,
1632,6.6,0.21,0.34,5.6,0.046,30.0,140.0,3.22,0.38,11.0,5,
1633,8.0,0.17,0.29,2.4,0.029,52.0,119.0,3.03,0.33,12.9,6,
1634,6.6,0.085,0.33,1.4,0.036,17.0,109.0,3.27,0.61,9.5,6,
1635,7.0,0.16,0.26,7.3,0.047,30.0,220.0,3.38,0.58,10.1,6,
1636,6.6,0.17,0.36,1.9,0.036,38.0,110.0,3.05,0.54,11.4,6,
1637,7.3,0.36,0.54,13.3,0.054,63.0,193.0,3.06,0.49,8.6,4,
1638,8.0,0.26,0.36,2.0,0.054,30.0,121.0,3.09,0.72,11.6,7,
1639,6.9,0.33,0.26,5.0,0.027,46.0,143.0,3.25,0.43,11.2,7,
1640,7.6,0.34,0.39,7.6,0.04,45.0,215.0,3.11,0.53,9.2,6,
1641,7.0,0.22,0.26,9.2,0.027,37.0,122.0,3.06,0.34,12.5,8,
1642,6.5,0.37,0.33,3.5,0.036,23.0,92.0,3.18,0.38,11.2,6,
1643,7.6,0.32,0.36,1.6,0.04,32.0,155.0,3.23,0.52,11.3,6,
1644,7.4,0.16,0.3,13.7,0.056,33.0,168.0,2.9,0.44,8.7,7,
1645,6.8,0.39,0.34,7.4,0.02,38.0,133.0,3.18,0.44,12.0,7,
1646,6.7,0.31,0.3,2.1,0.038,18.0,130.0,3.36,0.63,10.6,6,
1647,6.5,0.33,0.3,3.8,0.036,34.0,88.0,3.25,0.63,12.5,7,
1648,7.3,0.24,0.34,7.5,0.048,29.0,152.0,3.1,0.54,9.0,5,
1649,6.6,0.435,0.38,9.2,0.058,66.0,243.0,3.23,0.54,9.1,6,
1650,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,8.7,7,
1651,7.1,0.18,0.26,1.3,0.041,20.0,71.0,3.04,0.74,9.9,6,
1652,5.9,0.19,0.37,0.8,0.027,3.0,21.0,3.09,0.31,10.8,5,
1653,7.7,0.12,0.32,1.4,0.06,47.0,150.0,3.37,0.42,9.2,6,
1654,5.7,0.335,0.34,1.0,0.04,13.0,174.0,3.27,0.66,10.0,5,
1655,7.8,0.28,0.34,1.6,0.028,32.0,118.0,3.0,0.38,12.1,7,
1656,5.4,0.185,0.19,7.1,0.048,36.0,110.0,3.26,0.41,9.5,6,
1657,5.8,0.39,0.47,7.5,0.027,12.0,88.0,3.38,0.45,14.0,6,
1658,7.0,0.22,0.28,1.5,0.037,29.0,115.0,3.11,0.55,10.5,6,
1659,6.8,0.23,0.39,16.1,0.053,71.0,194.0,3.18,0.64,10.2,6,
1660,6.8,0.29,0.22,3.4,0.035,40.0,122.0,3.09,0.47,12.3,6,
1661,7.1,0.25,0.49,3.0,0.03,30.0,96.0,3.13,0.39,12.3,7,
1662,6.9,0.24,0.39,1.3,0.063,18.0,136.0,3.31,0.48,10.4,7,
1663,5.8,0.19,0.49,4.9,0.04,44.0,118.0,3.34,0.38,9.5,7,
1664,6.4,0.32,0.23,16.2,0.055,36.0,176.0,3.26,0.54,9.1,5,
1665,6.7,0.11,0.34,8.8,0.043,41.0,113.0,3.42,0.4,9.3,7,
1666,6.2,0.28,0.57,1.0,0.043,50.0,92.0,3.17,0.36,11.5,6,
1667,6.7,0.24,0.32,9.0,0.023,20.0,109.0,3.34,0.35,12.6,6,
1668,5.7,0.46,0.46,1.4,0.04,31.0,169.0,3.13,0.47,8.8,5,
1669,6.4,0.24,0.27,1.5,0.04,35.0,105.0,3.13,0.3,12.4,6,
1670,7.0,0.24,0.34,1.4,0.031,27.0,107.0,3.06,0.39,11.9,6,
1671,6.8,0.3,0.35,2.8,0.038,10.0,164.0,3.09,0.53,12.0,6,
1672,7.4,0.13,0.39,4.7,0.042,36.0,137.0,3.36,0.56,10.3,7,
1673,6.8,0.35,0.44,6.5,0.056,31.0,161.0,3.14,0.44,9.5,5,
1674,6.4,0.31,0.28,2.5,0.039,34.0,137.0,3.22,0.38,12.7,6,
1675,7.6,0.25,0.34,1.3,0.056,34.0,176.0,3.1,0.51,9.5,5,
1676,5.7,0.22,0.33,1.9,0.036,37.0,110.0,3.26,0.58,12.4,6,
1677,7.7,0.3,0.34,1.2,0.048,4.0,119.0,3.18,0.34,12.1,6,
1678,6.1,0.25,0.48,15.8,0.052,25.0,94.0,3.07,0.45,9.2,6,
1679,7.8,0.19,0.32,7.4,0.015,47.0,124.0,2.99,0.39,11.0,6,
1680,7.6,0.35,0.47,13.3,0.037,42.0,116.0,3.04,0.5,9.2,5,
1681,7.2,0.23,0.38,14.3,0.058,55.0,194.0,3.09,0.44,9.0,6,
1682,6.7,0.18,0.3,6.4,0.048,40.0,251.0,3.29,0.52,10.0,5,
1683,6.3,0.34,0.33,4.6,0.034,19.0,80.0,3.38,0.58,12.0,7,
1684,8.5,0.19,0.48,1.1,0.026,23.0,58.0,2.9,0.5,10.5,6,
1685,6.3,0.34,0.27,2.5,0.024,40.0,152.0,3.35,0.6,11.9,7,
1686,6.8,0.34,0.44,6.6,0.052,28.0,156.0,3.14,0.41,9.6,5,
1687,5.8,0.345,0.15,10.8,0.033,26.0,120.0,3.25,0.49,10.0,6,
1688,8.5,0.32,0.36,14.9,0.041,47.0,190.0,3.08,0.31,10.0,6,
1689,6.8,0.27,0.22,8.1,0.034,55.0,203.0,3.19,0.52,8.9,5,
